ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001691917-25-000007	203042	0001691919	028-20577	000017148	802-80046	Symmetry Investments LP
0000919574-25-004844	202200	0001135730	028-06391	000157910	801-73669	COATUE MANAGEMENT LLC
0000921895-25-002272	202331	0001939480	028-22629			GCM Grosvenor Holdings, LLC
0000950123-25-008234	202270		028-20244			EnCap Energy Capital Fund X, L.P.
0000950123-25-008234	202271		028-21320			EnCap Energy Capital Fund XI, L.P.
0000950123-25-008234	202268		028-17796			EnCap Energy Capital Fund VIII, L.P.
0000950123-25-008234	202269		028-17797			EnCap Energy Capital Fund IX, L.P.
0000919574-25-004841	202999	0001135730	028-06391	000157910	801-73669	COATUE MANAGEMENT LLC
0000072971-25-000217	203122	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000919574-25-004840	202231	0001135730	028-06391	000157910	801-73669	COATUE MANAGEMENT LLC
0000919574-25-004837	202539	0001135730	028-06391	000157910	801-73669	COATUE MANAGEMENT LLC
0001731593-25-000006	202591	0001086416	028-04329			SCOGGIN MANAGEMENT LP
0001167376-25-000012	202090	0001469589	028-13619			Q Global Advisors, LLC
0000895345-25-000262	201957		028-22361			Wealthsimple Inc.
0000895345-25-000262	201958		028-22607			Grayhawk Investment Strategies Inc.
0000919574-25-004835	202920	0001135730	028-06391	000157910	801-73669	COATUE MANAGEMENT LLC
0000072971-25-000216	202875	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0002069324-25-000001	202085	0001578621	028-16119	000159639		LMR Partners LLP
0000919574-25-004834	203028	0001135730	028-06391	000157910	801-73669	COATUE MANAGEMENT LLC
0001389932-25-000009	202222	0001389933	028-12327	000129053	801-62559	DAFNA Capital Management LLC
0001214659-25-012141	202535	0001697723	028-17779	000282580	801-107319	AE Wealth Management LLC
0001167376-25-000010	203132	0001469589	028-13619			Q Global Advisors, LLC
0000872786-25-000031	202298	0001166588	028-10038			BNP PARIBAS FINANCIAL MARKETS
0000080255-25-000547	202005	0001164688	028-12211			OAK HILL ADVISORS LP
0000080255-25-000547	202004	0001897612	028-22690			T. Rowe Price Investment Management, Inc.
0000950123-25-008224	201988			000334726		Longaeva Partners L.P.
0001167376-25-000009	202148	0001469589	028-13619			Q Global Advisors, LLC
0000919574-25-004832	202810	0001832568	028-21965	000316867	801-122819	RPD Fund Management LLC
0001839852-25-000005	203024	0001446194	028-13216			SUSQUEHANNA INTERNATIONAL GROUP, LLP
0001136305-25-000013	202161	0001446194	028-13216			SUSQUEHANNA INTERNATIONAL GROUP, LLP
0000072971-25-000215	202247	0000072971	028-00165			WELLS FARGO & COMPANY/MN
0000919574-25-004831	203025	0001135730	028-06391	000157910	801-73669	COATUE MANAGEMENT LLC
0001446580-25-000075	202533	0001446194	028-13216			SUSQUEHANNA INTERNATIONAL GROUP, LLP
0000918950-25-000005	203060	0001446194	028-13216			SUSQUEHANNA INTERNATIONAL GROUP, LLP
0000919574-25-004827	202919	0001135730	028-06391	000157910	801-73669	COATUE MANAGEMENT LLC
0001398344-25-015506	202179	0002024532	028-24498			Erste Asset Management GmbH
0001649553-25-000149	203108	0001081698	028-13218			HEIGHTS CAPITAL MANAGEMENT, INC
0000872786-25-000030	202529	0000872786	028-04059			BNP PARIBAS
0001728195-25-000004	202780	0001444949	028-13217			SUSQUEHANNA ADVISORS GROUP, INC.
0001628277-25-000004	203015	0001444949	028-13217			SUSQUEHANNA ADVISORS GROUP, INC.
0001085146-25-005165	202324	0001663865	028-17459			Orbis Allan Gray Ltd
0001011712-25-000019	202491	0001444949	028-13217			SUSQUEHANNA ADVISORS GROUP, INC.
0001085146-25-005163	202507	0001663865	028-17459			Orbis Allan Gray Ltd
0002033735-25-000005	202921	0002033266	028-25049	000315963	801-122500	Optimize Financial Inc
0000872786-25-000029	202336	0000872786	028-04059			BNP PARIBAS
0001172661-25-003397	202823	0001276525	028-10830	000119786	801-61049	DIKER MANAGEMENT LLC
0000872786-25-000028	201968	0000872786	028-04059			BNP PARIBAS
0000919574-25-004817	202094	0001737348	028-19847	000287719	801-112820	NUCLEO CAPITAL LTDA.
0000950123-25-008216	202617		028-17868			ValueInvest Asset Management S.A.
0000950123-25-008216	202615					Macquarie Investment Management (Europe) Limited
0000950123-25-008216	202614		028-14981			Macquarie Investment Management Austria Kapitalanlage AG
0000950123-25-008216	202613		028-06487			First Trust Advisors L.P.
0000950123-25-008216	202612		028-05267			Macquarie Investment Management Business Trust
0000950123-25-008216	202611		028-13126			Macquarie Investment Management Global Limited
0000950123-25-008216	202610					Macquarie Investment Management Advisers
0000950123-25-008216	202609		028-13122			Macquarie Bank Limited
0000950123-25-008216	202616					Macquarie Investment Management Australia Limited
0000919086-25-000004	202294		028-16224			Chartwell investment partners llc
0000919086-25-000004	202295		028-11073			Polaris capital management llc
0000919086-25-000004	202296		028-00878			Essex investment management co LLc
0001085146-25-005146	202367	0001663865	028-17459			Orbis Allan Gray Ltd
0000902664-25-003599	202446	0001515070	028-15287	000156040	801-74150	TFG Asset Management GP Ltd
0000902664-25-003598	203056	0001515070	028-15287	000156040	801-74150	TFG Asset Management GP Ltd
0000902664-25-003597	202911	0001515070	028-15287	000156040	801-74150	TFG Asset Management GP Ltd
0001085146-25-005141	203092	0001007524	028-04483	000105421	801-18395	OSTERWEIS CAPITAL MANAGEMENT INC
0001172661-25-003373	202240	0000723204	028-03941			Laird Norton Wetherby Trust Company, LLC
0001172661-25-003372	202873	0000018349	028-04762			SYNOVUS FINANCIAL CORP
0001481045-25-000008	202203	0001481045	028-14426			Daiwa Securities Group Inc.
0000950123-25-008196	203038		028-13126			Macquarie Investment Management Global Limited 
0000950123-25-008196	203039		028-06487			First Trust Advisors L.P.
0000950123-25-008196	203040					Macquarie Investment Management (Europe) Limited
0000950123-25-008196	203041		028-17868			ValueInvest Asset Management S.A.
0000950123-25-008196	203033					Macquarie Investment Management Australia Limited
0000950123-25-008196	203034		028-14981			Macquarie Investment Management Austria Kapitalanlage AG
0000950123-25-008196	203036		028-13122			Macquarie Bank Limited
0000950123-25-008196	203035		028-05267			Macquarie Investment Management Business Trust
0000950123-25-008196	203037					Macquarie Investment Management Advisers
0001172661-25-003370	202113	0000018349	028-04762			SYNOVUS FINANCIAL CORP
0000950123-25-008192	202934		028-00139			Ameriprise Financial, Inc
0000950123-25-008192	202935		028-10477	000108257	801-25943	Columbia Management Investment Advisers, LLC
0000950123-25-008192	202936		028-00140			Ameriprise Certificate Co
0000950123-25-008192	202937		028-00143			RiverSource Life Insurance Co
0000950123-25-008192	202938		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008192	202939		028-10644			Threadneedle Asset Management Holdings LTD
0000950123-25-008192	202946		028-12261			Columbia Threadneedle (EM) Investments Ltd
0000950123-25-008192	202941		028-03639	000111168	801-41391	Columbia Wanger Asset Management, LLC.
0000950123-25-008192	202942		028-18942			Ameriprise Bank, FSB
0000950123-25-008192	202943		028-17429	000105646	801-34270	Pyrford International Ltd
0000950123-25-008192	202944		028-10846			Columbia Threadneedle Management Ltd
0000950123-25-008192	202945		028-10849			Thames River Capital LLP
0000950123-25-008192	202940		028-14918	000006363	801-28543	Ameriprise Financial Services, LLC
0000950123-25-008188	202369		028-00139			Ameriprise Financial, Inc
0000950123-25-008188	202370		028-10477	000108257	801-25943	Columbia Management Investment Advisers, LLC
0000950123-25-008188	202371		028-10458			Ameriprise Trust Co
0000950123-25-008188	202372		028-00140			Ameriprise Certificate Co
0000950123-25-008188	202373		028-00143			RiverSource Life Insurance Co
0000950123-25-008188	202374		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008188	202381		028-12261			Columbia Threadneedle (EM) Investments Ltd
0000950123-25-008188	202376		028-14918	000006363	801-28543	Ameriprise Financial Services, LLC
0000950123-25-008188	202377		028-03639	000111168	801-41391	Columbia Wanger Asset Management, LLC.
0000950123-25-008188	202378		028-17429	000105646	801-34270	Pyrford International Ltd
0000950123-25-008188	202379		028-10846			Columbia Threadneedle Management Ltd
0000950123-25-008188	202380		028-10849			Thames River Capital LLP
0000950123-25-008188	202375		028-10644			Threadneedle Asset Management Holdings LTD
0000919574-25-004813	202162	0001687444	028-18700	000168309	802-78380	Kite Lake Capital Management (UK) LLP
0000950123-25-008187	201986		028-12261			Columbia Threadneedle (EM) Investments Ltd
0000950123-25-008187	201985		028-10849			Thames River Capital LLP
0000950123-25-008187	201984		028-10846			Columbia Threadneedle Management Ltd
0000950123-25-008187	201983		028-17429	000105646	801-34270	Pyrford International Ltd
0000950123-25-008187	201974		028-00139			Ameriprise Financial, Inc
0000950123-25-008187	201975		028-10477	000108257	801-25943	Columbia Management Investment Advisers, LLC
0000950123-25-008187	201982		028-18942			Ameriprise Bank, FSB
0000950123-25-008187	201977		028-00140			Ameriprise Certificate Co
0000950123-25-008187	201978		028-00143			RiverSource Life Insurance Co
0000950123-25-008187	201979		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008187	201980		028-10644			Threadneedle Asset Management Holdings LTD
0000950123-25-008187	201981		028-03639	000111168	801-41391	Columbia Wanger Asset Management, LLC.
0000950123-25-008187	201976		028-10458			Ameriprise Trust Co
0000950123-25-008186	202807		028-12261			Columbia Threadneedle (EM) Investments Ltd
0000950123-25-008186	202806		028-10849			Thames River Capital LLP
0000950123-25-008186	202803		028-18942			Ameriprise Bank, FSB
0000950123-25-008186	202804		028-17429	000105646	801-34270	Pyrford International Ltd
0000950123-25-008186	202805		028-10846			Columbia Threadneedle Management Ltd
0000950123-25-008186	202802		028-03639	000111168	801-41391	Columbia Wanger Asset Management, LLC.
0000950123-25-008186	202801		028-14918	000006363	801-28543	Ameriprise Financial Services, LLC
0000950123-25-008186	202800		028-10644			Threadneedle Asset Management Holdings LTD
0000950123-25-008186	202799		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008186	202798		028-00143			RiverSource Life Insurance Co
0000950123-25-008186	202797		028-00140			Ameriprise Certificate Co
0000950123-25-008186	202796		028-10458			Ameriprise Trust Co
0000950123-25-008186	202795		028-00139			Ameriprise Financial, Inc
0000950123-25-008185	202864		028-17429	000105646	801-34270	Pyrford International Ltd
0000950123-25-008185	202865		028-10846			Columbia Threadneedle Management Ltd
0000950123-25-008185	202866		028-10849			Thames River Capital LLP
0000950123-25-008185	202867		028-12261			Columbia Threadneedle (EM) Investments Ltd
0000950123-25-008185	202863		028-18942			Ameriprise Bank, FSB
0000950123-25-008185	202862		028-03639	000111168	801-41391	Columbia Wanger Asset Management, LLC.
0000950123-25-008185	202855		028-00139			Ameriprise Financial, Inc
0000950123-25-008185	202860		028-10644			Threadneedle Asset Management Holdings LTD
0000950123-25-008185	202859		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008185	202858		028-00143			RiverSource Life Insurance Co
0000950123-25-008185	202857		028-10458			Ameriprise Trust Co
0000950123-25-008185	202856		028-10477	000108257	801-25943	Columbia Management Investment Advisers, LLC
0000950123-25-008185	202861		028-14918	000006363	801-28543	Ameriprise Financial Services, LLC
0000950123-25-008183	202284		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008183	202285		028-10644			Threadneedle Asset Management Holdings LTD
0000950123-25-008183	202286		028-14918	000006363	801-28543	Ameriprise Financial Services, LLC
0000950123-25-008183	202287		028-03639	000111168	801-41391	Columbia Wanger Asset Management, LLC.
0000950123-25-008183	202288		028-18942			Ameriprise Bank, FSB
0000950123-25-008183	202289		028-17429	000105646	801-34270	Pyrford International Ltd
0000950123-25-008183	202290		028-10846			Columbia Threadneedle Management Ltd
0000950123-25-008183	202291		028-10849			Thames River Capital LLP
0000950123-25-008183	202279		028-00139			Ameriprise Financial, Inc
0000950123-25-008183	202280		028-10477	000108257	801-25943	Columbia Management Investment Advisers, LLC
0000950123-25-008183	202281		028-10458			Ameriprise Trust Co
0000950123-25-008183	202282		028-00140			Ameriprise Certificate Co
0000950123-25-008183	202283		028-00143			RiverSource Life Insurance Co
0000950123-25-008180	202494		028-00139			Ameriprise Financial, Inc
0000950123-25-008180	202495		028-10477	000108257	801-25943	Columbia Management Investment Advisers, LLC
0000950123-25-008180	202506		028-12261			Columbia Threadneedle (EM) Investments Ltd
0000950123-25-008180	202505		028-10849			Thames River Capital LLP
0000950123-25-008180	202504		028-17429	000105646	801-34270	Pyrford International Ltd
0000950123-25-008180	202503		028-18942			Ameriprise Bank, FSB
0000950123-25-008180	202502		028-03639	000111168	801-41391	Columbia Wanger Asset Management, LLC.
0000950123-25-008180	202501		028-14918	000006363	801-28543	Ameriprise Financial Services, LLC
0000950123-25-008180	202500		028-10644			Threadneedle Asset Management Holdings LTD
0000950123-25-008180	202499		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008180	202498		028-00143			RiverSource Life Insurance Co
0000950123-25-008180	202497		028-00140			Ameriprise Certificate Co
0000950123-25-008180	202496		028-10458			Ameriprise Trust Co
0000950123-25-008178	202781		028-00139			Ameriprise Financial, Inc
0000950123-25-008178	202792		028-10849			Thames River Capital LLP
0000950123-25-008178	202791		028-10846			Columbia Threadneedle Management Ltd
0000950123-25-008178	202790		028-18942			Ameriprise Bank, FSB
0000950123-25-008178	202789		028-03639	000111168	801-41391	Columbia Wanger Asset Management, LLC.
0000950123-25-008178	202788		028-14918	000006363	801-28543	Ameriprise Financial Services, LLC
0000950123-25-008178	202793		028-12261			Columbia Threadneedle (EM) Investments Ltd
0000950123-25-008178	202786		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008178	202785		028-00143			RiverSource Life Insurance Co
0000950123-25-008178	202784		028-00140			Ameriprise Certificate Co
0000950123-25-008178	202783		028-10458			Ameriprise Trust Co
0000950123-25-008178	202782		028-10477	000108257	801-25943	Columbia Management Investment Advisers, LLC
0000950123-25-008178	202787		028-10644			Threadneedle Asset Management Holdings LTD
0001085146-25-005135	202879	0001457320	028-19670	000151197	801-70485	EXCHANGE TRADED CONCEPTS, LLC
0000950123-25-008176	202887		028-10477	000108257	801-25943	Columbia Management Investment Advisers, LLC
0000950123-25-008176	202888		028-10458			Ameriprise Trust Co
0000950123-25-008176	202889		028-00140			Ameriprise Certificate Co
0000950123-25-008176	202890		028-00143			RiverSource Life Insurance Co
0000950123-25-008176	202898		028-12261			Columbia Threadneedle (EM) Investments Ltd
0000950123-25-008176	202892		028-10644			Threadneedle Asset Management Holdings LTD
0000950123-25-008176	202893		028-14918	000006363	801-28543	Ameriprise Financial Services, LLC
0000950123-25-008176	202894		028-18942			Ameriprise Bank, FSB
0000950123-25-008176	202895		028-17429	000105646	801-34270	Pyrford International Ltd
0000950123-25-008176	202896		028-10846			Columbia Threadneedle Management Ltd
0000950123-25-008176	202897		028-10849			Thames River Capital LLP
0000950123-25-008176	202886		028-00139			Ameriprise Financial, Inc
0000950123-25-008176	202891		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008173	202467		028-14918	000006363	801-28543	Ameriprise Financial Services, LLC
0000950123-25-008173	202466		028-10644			Threadneedle Asset Management Holdings LTD
0000950123-25-008173	202469		028-18942			Ameriprise Bank, FSB
0000950123-25-008173	202470		028-17429	000105646	801-34270	Pyrford International Ltd
0000950123-25-008173	202471		028-10849			Thames River Capital LLP
0000950123-25-008173	202472		028-12261	000160460	801-74649	Columbia Threadneedle (EM) Investments Ltd
0000950123-25-008173	202473		028-10846			Columbia Threadneedle Management Ltd
0000950123-25-008173	202468		028-03639	000111168	801-41391	Columbia Wanger Asset Management, LLC.
0000950123-25-008173	202465		028-10460			RiverSource Life Insurance Co of New York
0000950123-25-008173	202464		028-00143			RiverSource Life Insurance Co
0000950123-25-008173	202463		028-00140			Ameriprise Certificate Co
0000950123-25-008173	202462		028-10458			Ameriprise Trust Co
0000950123-25-008173	202461		028-10477	000108257	801-25943	Columbia Management Investment Advisers, LLC
0000950123-25-008172	202038		028-10644			Threadneedle Asset Management Holdings LTD
