ACCESSION_NUMBER	OTHERINCLUDEDMANAGERSCOUNT	TABLEENTRYTOTAL	TABLEVALUETOTAL	ISCONFIDENTIALOMITTED
0001800379-25-000004	0	246	497648433	N
0001830817-25-000003	0	72	153526562	N
0001172661-25-002792	0	195	2252542624	
0001398344-25-014113	0	146	335012648	
0001759236-25-000006	0	144	643944243	N
0000039263-25-000097	3	1298	7977571451	N
0002042955-25-000028	0	29	484269932	N
0001999371-25-010245	0	1768	4410375382	
0001999371-25-010244	0	1860	8293457453	
0001308377-25-000007	0	151	494756474	N
0000950123-25-006760	2	2	3874775039	N
0001754960-25-000508	0	41	398248220	N
0001754960-25-000506	0	55	463503750	N
0001911264-25-000004	0	341	210227618	N
0001062993-25-013271	0	5	290319048	N
0001754960-25-000504	0	8	156099527	N
0001398344-25-014099	0	2439	39416376	
0001754960-25-000502	0	156	365274159	N
0001172661-25-002790	0	52	197542568	
0001172661-25-002789	0	314	1813768138	
0001214659-25-011086	0	68	218112074	
0002011145-25-000005	0	511	364723043	N
0001104659-25-071974	0	929	3507846833	
0001034886-25-000008	0	419	2735362454	N
0001178913-25-002533	2	614	7580152580	
0001172661-25-002788	0	43	208458550	
0001904067-25-000005	0	15	174864533	N
0001672512-25-000004	0	9	2886424009	N
0001730525-25-000006	1	42	2855989	N
0001667731-25-001010	0	87	137756299	
0001667731-25-001009	0	103	285654256	
0001667731-25-001008	0	26	170419999	
0001667731-25-001007	0	550	2460300721	
0001172661-25-002787	0	103	448156885	
0001456228-25-000006	2	1983	56057170	N
0001831944-25-000006	1	16	782179	N
0001765380-25-000270	0	276	1286104485	N
0001376474-25-000688	0	174	394320545	
0002053628-25-000006	0	12	245192287	N
0001172661-25-002786	0	34	435939315	
0001105344-25-000009	0	72	582922391	N
0000950123-25-006753	0	11	417268253	N
0001066816-25-000008	0	573	812488391	N
0001085146-25-004281	0	122	6767761959	N
0002003287-25-000004	0	724	330793202	N
0001754960-25-000500	1	346	456320318	N
0001851362-25-000004	0	70	382909651	N
0001590073-25-000006	0	112	780446568	N
0001093276-25-000009	0	113	674108411	N
0001839445-25-000005	0	90	189997988	N
0002019393-25-000003	0	180	312748304	N
0001259671-25-000006	0	334	1173287702	N
0001085146-25-004300	0	207	507101530	N
0002054271-25-000004	0	43	232244019	N
0001792851-25-000002	0	77	302310443	N
0001715740-25-000008	0	1455	2341231587	N
0001596355-25-000003	0	17	148906202	N
0001545812-25-000006	0	78	1359353912	N
0001730033-25-000004	0	747	706850770	N
0001723115-25-000004	0	85	260351322	N
0001125727-25-000015	0	307	1702073392	N
0001603937-25-000003	0	224	569664741	N
0000846633-25-000008	0	12	186604856	N
0001140361-25-027870	0	62	288652787	
0001897835-25-000003	0	128	99928055	N
0001729359-25-000004	0	112	1008767728	N
0001767349-25-000004	0	755	551021270	N
0001951757-25-000999	0	78	536905748	N
0001951757-25-000998	0	33	148810463	N
0001951757-25-000997	0	73	520360613	N
0001951757-25-000996	0	174	458158677	N
0001842572-25-000008	0	138	225996566	N
0001951757-25-000995	0	139	486695757	N
0001951757-25-000994	0	147	289455837	N
0001951757-25-000993	0	378	498683871	N
0001104659-25-071794	0	23	156640301	
0000918504-25-000003	0	99	226197944	N
0000902664-25-003255	0	38	230985831	
0001965819-25-000006	1	77	46106983	
0001398344-25-014063	0	38	1290240841	
0000757657-25-000019	0	1274	7276620889	
0001398344-25-014061	0	78	698076797	
0001085146-25-004273	21	1050	533460460	
0000904454-25-000392	0	2	113219867	
0001753926-25-001198	0	30	86655442	
0000089014-25-000012	0	498	181361	
0001085146-25-004271	0	31	226492352	N
0001281761-25-000060	3	1023	14522400252	N
0001085146-25-004268	0	145	333111149	N
0001563525-25-000003	0	1095	3469509147	N
0001085146-25-004267	0	196	1817141189	N
0002059327-25-000006	0	46	118998859	N
0002053807-25-000004	0	43	248676059	N
0001085146-25-004266	0	123	186386944	N
0001085146-25-004265	0	39	119577102	N
0002041800-25-000004	0	101	112286028	N
0001085146-25-004264	0	65	103043615	N
0001214816-25-000151	0	2	244936983	N
0001806226-25-000004	0	27	160159674	N
0001085146-25-004263	0	201	483615230	N
0002004843-25-000004	0	52	193622646	N
0001085146-25-004262	0	56	249491709	N
0001085146-25-004261	0	50	260586683	N
0001085146-25-004260	0	78	236277023	N
0001085146-25-004259	0	8	3749871776	N
0001085146-25-004258	0	35	266041640	N
0001104659-25-071730	0	219	1266070050	
0001765380-25-000269	0	150	304991496	N
0001214659-25-011036	1	70	222317242	
0001085146-25-004256	0	177	893597764	N
0001085146-25-004255	0	116	135081092	N
0001591505-25-000004	1	80	3585520076	N
0001085146-25-004253	0	187	140105209	N
0001082215-25-000004	0	185	2340898931	N
0001085146-25-004252	0	355	2363300122	N
0001967966-25-000004	0	24	224591480	N
0002056438-25-000004	0	14	1308565	N
0001085146-25-004248	0	126	874139888	N
0001085146-25-004247	0	360	1664696205	N
0001766156-25-000007	0	1121	1012269384	N
0001085146-25-004245	0	396	4635374366	N
0002054270-25-000004	0	166	234833556	N
0001085146-25-004243	0	70	448542951	N
0000878228-25-000012	0	147	994303	N
0001951757-25-000992	1	124	236353901	N
0002017868-25-000009	0	108	918255480	N
0000919530-25-000003	0	174	673817343	N
0002065807-25-000014	0	266	227636048	N
0001398344-25-014039	0	122	617231208	
0001287618-25-000004	0	209	382971510	N
0001326766-25-000003	0	99	710617357	N
0000765207-25-000044	0	230	174110063	N
0001455288-25-000014	0	8	85388942	N
0001951757-25-000991	0	197	1230625727	N
0001172661-25-002783	0	119	1097054743	
0001214659-25-011023	0	49	223547489	
0001455288-25-000013	0	58	431369734	N
0001644956-25-000032	0	417	37679982960	N
0001376474-25-000685	4	139	462669262	N
0000904454-25-000389	0	2	69900721	
0001894830-25-000005	0	70	141404233	N
0000950123-25-006737	0	1377	9279991093	N
0000904454-25-000387	0	1	81300865	
0001398344-25-014034	0	140	544737284	
0001965665-25-000004	0	52	158813917	N
0001831332-25-000004	0	124	262857211	N
0002007263-25-000005	0	157	255976906	N
0001104659-25-071663	0	10	1066399355	
0001705819-25-000052	0	37	234583866	
0002078684-25-000001	0	108	129255052	N
0001581794-25-000010	0	44	170012756	N
0002001434-25-000008	0	122	297387638	N
0001005354-25-000006	0	933	14519721333	N
0001140361-25-027743	0	1	1063081402	
0001811480-25-000006	1	918	4339417168	N
0001420506-25-001605	0	116	261339893	N
0002001434-25-000007	0	61	171982342	N
0001651960-25-000003	0	124	231162236	N
0002001434-25-000006	0	161	217918021	N
0001376474-25-000682	0	17	160716645	
0001172661-25-002781	0	210	744371195	
0001376474-25-000681	0	55	540750375	
0001376474-25-000680	0	38	4153834417	
0001172661-25-002779	0	151	244381423	
0001833780-25-000007	0	184	601676659	N
0001420506-25-001602	0	849	1239471640	N
0001398344-25-014021	0	10	650505836	
0001172661-25-002777	0	115	383107588	
0001420506-25-001601	0	42	289105008	N
0001941040-25-000372	0	153	239562906	
0001376474-25-000679	0	284	673299071	
0001608057-25-000008	0	200	487406876	N
0001172661-25-002776	0	76	241916545	
0001737112-25-000007	0	97	1287916176	N
0001376474-25-000678	0	0	0	
0001163902-25-000007	0	386	1731017	N
0000950123-25-006728	0	1	39556253	N
0001743859-25-000007	0	71	140638518	N
0001172661-25-002774	0	98	244085916	
0001616026-25-000004	0	642	397739154	N
0001172661-25-002772	0	70	279665146	
0001840268-25-000014	0	177	123983698	N
0001172661-25-002771	0	67	226461084	
0001694283-25-000004	0	69	159130266	N
0001172661-25-002769	0	54	116094320	
0001172661-25-002768	0	121	477826543	
0001398344-25-014014	0	56	392501592	
0002021711-25-000003	0	40	107630465	N
0002011342-25-000004	0	1503	301007031	N
0001172661-25-002767	0	25	4320447883	
0001062993-25-013228	0	690	1324852348	N
0001085146-25-004241	0	189	514552826	N
0001172661-25-002766	0	22	237670406	
0001104659-25-071592	0	394	479552455	
0002004904-25-000005	0	343	3398557204	N
0001172661-25-002765	0	90	214156875	
0000950123-25-006717	0	10	175742794	N
0001382646-25-000007	0	200	366277980	
0001172661-25-002763	0	80	339880304	
0001172661-25-002762	0	309	3146249041	
0001085146-25-004240	0	131	148910812	N
0002054965-25-000007	0	38	21065385	N
0001172661-25-002761	0	40	141136162	
0001529090-25-000015	0	13	20302609825	N
0001531809-25-000005	0	103	1015750658	N
0001911616-25-000004	0	63	186612040	N
0001169318-25-000003	0	143	138180239	N
0001172661-25-002758	0	64	450119809	
0000892712-25-000085	0	24	172442258	N
0001881490-25-000006	0	5	137155157	N
0001765380-25-000268	0	107	162301663	N
0001900481-25-000008	0	154	285183653	N
0001062993-25-013225	0	7	457514164	N
0002056336-25-000003	0	114	73079784	N
0001843303-25-000008	0	18	196731401	N
0001895612-25-000008	0	161	368853343	N
0001085146-25-004237	2	1147	34377642182	N
0000950123-25-006713	0	91	1078403889	N
0001214659-25-011001	0	197	1394460831	
0001313871-25-000006	0	157	160739376	N
0001844427-25-000006	0	68	48831669	N
0001367653-25-000008	0	270	518411092	N
0001172661-25-002756	0	177	3420473892	
0001875645-25-000005	0	310	1048668	N
0002041427-25-000004	0	67	120541791	N
0001172661-25-002755	0	103	910268938	
0001164478-25-000006	0	213	1348762338	N
0001754960-25-000499	0	104	880553565	N
0001398344-25-013981	0	308	1463422227	
0001085146-25-004236	0	135	132095198	N
0001962450-25-000006	0	17	1096928	N
0001085146-25-004235	0	84	205855355	N
0002046333-25-000011	0	13	1127005008	N
0001085146-25-004234	0	86	156110170	N
0001085146-25-004233	0	87	205140114	N
0001172661-25-002753	0	125	405656338	
0001350585-25-000006	0	34	1342995470	N
0001085146-25-004232	0	139	364506400	N
0001730754-25-000006	0	46	275462284	N
0001398344-25-013971	0	429	1457923807	
0001085146-25-004230	0	91	152648523	N
0001667731-25-001004	0	119	291755145	
0002036461-25-000003	0	209	677462896	N
0002054942-25-000003	0	67	41652752	N
0001667731-25-001003	0	249	722888619	
0001085146-25-004229	0	1418	7399668391	N
0001667731-25-001002	0	239	408922115	
0001667731-25-001001	0	100	146554780	
0001172661-25-002749	0	53	125915537	
0001667731-25-001000	0	108	84159023	
0001085146-25-004228	0	669	1895505951	N
0001277557-25-000003	0	0	0	N
0001667731-25-000999	0	117	294537729	
0001085146-25-004227	0	355	2183548814	N
0001667731-25-000998	0	74	224044874	
0001667731-25-000997	0	118	532868417	
0002034595-25-000003	0	164	370819042	N
0001423045-25-000004	0	222	443452755	N
0001667731-25-000996	0	209	914975788	
0001951757-25-000986	0	11	126292930	N
0001667731-25-000995	0	122	571934478	
0001951757-25-000985	4	45	214314690	N
0001398344-25-013953	0	283	183595324	
0001951757-25-000984	0	25	113087432	N
0001218210-25-000012	3	1975	107782836559	N
0001951757-25-000983	0	313	323441059	N
0001398344-25-013951	0	972	729996050	
0001951757-25-000982	0	85	280361582	N
0001056825-25-000006	0	787	1553827	N
0001951757-25-000981	0	110	131916016	N
0001398344-25-013949	0	1923	104721805	
0001179313-25-000002	0	1	463732169	N
0001600152-25-000004	0	136	563387805	N
0001951757-25-000980	0	134	835650436	N
0001883134-25-000005	0	1339	414704288	N
0001062993-25-013216	0	106	404537187	N
0001630064-25-000005	0	8	312860	N
0001062993-25-013207	1	219	43814029971	N
0001754960-25-000489	0	173	604049066	N
0001908177-25-000003	0	164	516253481	N
0001754960-25-000487	0	59	348858290	N
0001754960-25-000482	0	101	143545251	N
0002035951-25-000004	0	171	210619330	N
0001754960-25-000491	0	204	198803696	N
0001754960-25-000484	0	66	106401643	N
0001492162-25-000006	0	70	108841	N
0001754960-25-000486	0	130	265451151	N
0001513137-25-000004	0	10	257494029	N
0002056320-25-000005	0	27	175679139	N
0001754960-25-000497	0	45	106233643	N
0001754960-25-000495	0	230	532168701	N
0002012816-25-000009	0	240	6816506444	N
0001754960-25-000493	0	56	114123931	N
0001929986-25-000007	0	171	309036587	N
0001909993-25-000004	0	40	198020283	N
0001951757-25-000978	0	46	103851653	N
0001420506-25-001598	0	8	147047901	N
0001104659-25-071229	1	1	423604798	
0001104659-25-071225	0	2	357289531	
0001951757-25-000977	0	75	316015967	N
0001951757-25-000976	0	120	241926810	N
0001951757-25-000975	0	65	320689752	N
0001951757-25-000974	0	86	169179667	N
0001951757-25-000973	1	102	276025256	N
0001376474-25-000677	0	4	747230161	
0001437749-25-023666	0	38	201386801	N
0001929986-25-000005	0	303	647864771	N
0001907433-25-000002	0	26	163212627	N
0000932000-25-000009	0	15	687072982	N
0001398344-25-013899	0	269	847491691	
0001085146-25-004210	0	70	526352956	N
0001085146-25-004209	0	99	316790928	N
0001085146-25-004208	0	106	192005944	N
0001929986-25-000004	0	405	1373266100	N
0001093589-25-000008	0	94	1757253797	N
0001085146-25-004207	0	86	118331997	N
0001085146-25-004206	0	133	456287472	N
0001085146-25-004205	0	83	201078364	N
0000950123-25-006674	6	3727	83562468516	N
0001085146-25-004204	0	35	235529251	N
0002054798-25-000003	0	37	96387830	N
0001007295-25-000007	0	888	7403589157	N
0001999371-25-010093	1	1	350143202	
0001044905-25-000004	0	323	1545430686	N
0001140361-25-027574	0	173	1112725411	
0000950123-25-006659	0	1	10042923	N
0000314969-25-000009	0	1631	47805173	N
0001140771-25-000002	0	121	2224483217	N
0001986152-25-000054	0	275	349344343	N
0001398344-25-013883	0	197	251911763	
0001213900-25-068160	0	71	181837047	
0001513227-25-000004	0	99	99243366	N
0002058771-25-000004	0	466	118535070	N
0002027449-25-000004	0	62	133789302	N
0000945621-25-000643	0	80	669166462	
0001099910-25-000198	0	68	1738471	
0001986152-25-000053	0	61	471925894	N
0001580642-25-004522	0	512	547988337	
0001986152-25-000052	0	83	129871753	N
0001730383-25-000003	0	259	299835082	N
0001986152-25-000051	0	41	161120941	N
0000950123-25-006645	2	20	460626264	N
0001172779-25-000004	0	48	1064142297	N
0001085146-25-004203	0	161	595271368	N
0001420506-25-001596	0	80	587110059	N
0001963352-25-000006	0	41	125025681	N
0001986152-25-000050	0	1175	4004530683	N
0001123292-25-000320	0	498	4386648529	
0001909380-25-000004	0	64	170340763	N
0002052737-25-000005	0	35	128157780	N
0001889147-25-000005	0	176	508313237	N
0001085146-25-004202	0	1549	53684493773	N
0001085146-25-004201	0	53	24161574	N
0001214659-25-010956	0	77	249903217	
0002016719-25-000004	0	257	121566348	N
0001812103-25-000004	0	833	429987828	N
0001085146-25-004200	0	283	452199499	N
0001986152-25-000049	0	253	146746140	N
0001278678-25-000007	0	168	1849132	N
0001085146-25-004199	11	278	852745827	N
0001085146-25-004198	0	0	0	N
0001855205-25-000033	0	1086	753545492	N
0000810121-25-000004	0	3607	3947538377	N
0001085146-25-004197	0	0	0	N
0001085146-25-004196	0	0	0	N
0001632105-25-000005	0	325	536757964	N
0001085146-25-004195	0	0	0	N
0001427196-25-000004	0	50	147865589	N
0001133119-25-000003	0	240	216667682	N
0001539994-25-000009	0	153	7813493	Y
0001085146-25-004194	0	55	181212806	N
0001987720-25-000006	0	50	37873529	N
0001085146-25-004193	0	48	485055500	N
0001941040-25-000364	0	86	149928145	
0001085146-25-004192	0	217	382677093	N
0001085146-25-004191	0	85	610841615	N
0001085146-25-004190	0	201	825243187	N
0001085146-25-004189	0	318	558614430	N
0001214659-25-010952	0	77	166136058	
0001608034-25-000003	0	90	261241346	N
0001085146-25-004188	1	986	4529231483	N
0001085146-25-004187	0	83	165488198	N
0001085146-25-004186	0	107	234385677	N
0001172661-25-002746	0	73	139890636	
0001085146-25-004185	0	40	279540468	N
0001085146-25-004184	0	116	299337343	N
0001849776-25-000004	0	11	112829850	N
0001725547-25-003570	1	78	208271719	N
0002048423-25-000008	0	713	228868225	N
0002056425-25-000004	0	706	4642025836	N
0002019946-25-000004	0	397	65864988	N
0001398344-25-013863	0	161	607540689	
0001992785-25-000004	0	331	296110347	N
0001888831-25-000004	0	107	170164584	N
0001535293-25-000004	0	326	1384140367	N
0001420506-25-001593	0	386	1647173499	N
0001831132-25-000004	0	26	363070783	N
0002002745-25-000002	0	610	141731985	N
0001016021-25-000004	0	69	117478439	N
0002053348-25-000005	0	169	534602950	
0001534866-25-000010	2	583	14020197356	N
0000950123-25-006623	1	1647	117163114014	N
0002003557-25-000003	0	292	902737372	N
0001132897-25-000006	0	2	99886630	N
0002051108-25-000005	0	13	108186260	N
0001085146-25-004183	0	920	4255275756	N
0000900974-25-000004	0	2673	5620419558	N
0002046157-25-000005	0	129	398516277	N
0001104659-25-071055	0	205	1139567	
0001398344-25-013845	0	632	177418619	
0001423065-25-000005	0	56	111863591	N
0002009012-25-000011	0	10	52809657	N
0001080374-25-000006	0	149	894102723	N
0001226886-25-000006	1	155	420960	N
0001951757-25-000972	0	188	3126129606	N
0001951757-25-000971	0	273	812064442	N
0001667731-25-000989	0	36	140086077	
0001951757-25-000970	0	881	4275089720	N
0001667731-25-000988	0	660	3244888064	
0001667731-25-000987	0	138	898685326	
0001667731-25-000986	0	228	769552765	
0001667731-25-000985	0	199	609907288	
0001274419-25-000019	1	376	1167456889	N
0001547349-25-000011	0	13	320807246	
0001140361-25-027471	0	4	169322771	
0001214659-25-010940	0	331	1333386258	
0001398344-25-013834	0	8	123512586	
0001727342-25-000009	0	73	352529694	N
0002043729-25-000004	0	29	196657667	N
0001914472-25-000003	0	32	406680761	N
0001962373-25-000016	0	5	7001203	N
0001600403-25-000005	0	191	869469	N
0001079398-25-000007	0	106	289955088	N
0001731927-25-000003	0	132	252279863	N
0001381055-25-000006	0	102	132986818	
0001964047-25-000004	0	21	208793019	N
0001661536-25-000004	4	224	133132560	N
0001541787-25-000005	0	132	976681999	N
0001941040-25-000361	0	110	155718089	
0000919574-25-004240	1	237	1098236033	
0001214659-25-010931	1	165	193953684	
0001104659-25-070873	0	39	424970229	
0001661536-25-000003	5	237	194754351	N
0001104659-25-070863	0	1	5515558000	
0001398344-25-013798	0	910	3866880648	
0002009646-25-000004	0	53	115486910	N
0001381055-25-000005	0	107	132295726	N
0001719305-25-000005	0	672	1464035070	N
0001415889-25-020289	0	2	19015271	N
0001420506-25-001586	0	0	0	N
0001420506-25-001584	0	0	0	N
0001420506-25-001582	2	2098	4421555172	N
0001214659-25-010928	0	1516	27189524847	
0001866040-25-000008	0	202	213399033	N
0001213900-25-067775	0	1509	5672370184	
0002031885-25-000004	0	201	664789479	N
0001611518-25-000008	0	226	984368714	N
0001085146-25-004181	0	58	119722957	N
0001894206-25-000005	0	22	224818381	N
0001931642-25-000007	0	258	355879330	N
0001814214-25-000005	0	861	685930319	N
0001085146-25-004180	0	1588	14606212604	N
0001085146-25-004179	0	288	349271620	N
0001085146-25-004178	0	86	315410423	N
0001085146-25-004177	1	558	7064694707	N
0001858789-25-000006	0	1917	9278737680	N
0001085146-25-004176	0	54	425081044	N
0001085146-25-004175	0	35	231486837	N
0001085146-25-004174	0	75	9014856807	N
0001027796-25-000043	1	184	30752340879	N
0001085146-25-004173	0	71	131407298	N
0001085146-25-004172	0	171	124464743	N
0001085146-25-004171	0	186	750639234	N
0001085146-25-004170	0	71	153299317	N
0001376474-25-000672	0	577	760421634	
0001580642-25-004483	0	465	274090677	
0001766929-25-000003	0	39	294531082	N
0001172661-25-002744	1	269	803553154	
0002053013-25-000005	0	5	112446554	N
0001844454-25-000005	0	76	72776524	N
0000950123-25-006604	0	65	152363120	N
0001961632-25-000004	0	1186	421740091	N
0001172661-25-002742	0	194	353242093	
